Date,Open,High,Low,Close,Adj Close,Volume
2023-03-09,97.980003,97.980003,95.519997,95.930000,93.375648,4912700
2023-03-10,95.650002,97.050003,95.209999,96.000000,93.443787,6340100
2023-03-13,94.889999,98.239998,94.730003,97.459999,94.864906,7757700
2023-03-14,98.269997,99.139999,97.419998,98.320000,95.702003,6407400
2023-03-15,96.959999,97.260002,94.739998,95.830002,93.278313,5755300
2023-03-16,95.349998,98.639999,95.000000,98.080002,95.468399,4635500
2023-03-17,97.760002,97.769997,95.489998,95.750000,93.200439,8157800
2023-03-20,96.410004,97.809998,96.309998,97.529999,94.933044,3972700
2023-03-21,98.970001,99.300003,97.970001,98.010002,95.400261,5135500
2023-03-22,98.269997,98.559998,96.690002,96.699997,94.125137,4042000
2023-03-23,97.300003,97.449997,95.650002,96.000000,93.443787,4352100
2023-03-24,95.410004,96.680000,94.940002,96.440002,93.872063,4711900
2023-03-27,97.410004,97.410004,96.389999,96.910004,94.329552,3591700
2023-03-28,96.790001,97.120003,96.610001,96.800003,94.222481,2324600
2023-03-29,97.199997,97.779999,97.199997,97.699997,95.098518,3187400
2023-03-30,97.699997,97.849998,97.190002,97.370003,94.777298,5296700
2023-03-31,97.980003,98.050003,97.489998,97.930000,95.322388,4652700
2023-04-03,98.269997,100.839996,98.099998,100.580002,97.901833,4312500
2023-04-04,100.580002,101.459999,99.089996,99.510002,96.860329,3239800
2023-04-05,99.239998,99.589996,98.699997,98.760002,96.130295,3841700
2023-04-06,98.769997,99.519997,98.059998,98.209999,95.594940,3430400
2023-04-10,97.959999,99.769997,97.650002,99.620003,96.967392,3947600
2023-04-11,99.720001,100.540001,99.410004,99.720001,97.064720,3408600
2023-04-12,101.000000,102.349998,100.830002,101.519997,98.816795,4710100
2023-04-13,101.150002,101.860001,100.500000,101.680000,98.972542,3932500
2023-04-14,101.190002,101.709999,100.970001,101.680000,98.972542,3017700
2023-04-17,101.910004,103.290001,101.800003,103.110001,100.364464,4007400
2023-04-18,103.379997,104.709999,103.209999,104.660004,101.873184,4949200
2023-04-19,104.629997,104.910004,103.860001,104.089996,101.318359,5004500
2023-04-20,103.110001,103.320000,102.309998,102.839996,100.101646,3937600
2023-04-21,103.010002,103.239998,101.870003,102.250000,99.527359,3315300
2023-04-24,102.370003,102.629997,101.620003,102.459999,99.731766,3962100
2023-04-25,101.690002,102.620003,100.019997,101.089996,98.398239,4638900
2023-04-26,100.470001,100.790001,97.180000,97.680000,95.079048,5219300
2023-04-27,97.680000,99.699997,97.449997,99.389999,96.743515,4010600
2023-04-28,99.070000,99.910004,98.790001,99.900002,97.239937,2875900
2023-05-01,99.930000,101.379997,99.839996,100.330002,97.658478,3481400
2023-05-02,100.160004,100.160004,98.269997,98.870003,96.237366,3377500
2023-05-03,98.809998,99.160004,97.040001,97.160004,94.572906,3610800
2023-05-04,97.000000,97.269997,94.860001,95.919998,93.365913,4414800
2023-05-05,96.330002,96.790001,95.709999,96.580002,94.008347,3260000
2023-05-08,96.690002,97.440002,95.440002,95.540001,92.996025,4243600
2023-05-09,95.629997,96.779999,95.320000,96.269997,93.706581,2928400
2023-05-10,96.820000,97.000000,95.410004,96.300003,93.735802,3329300
2023-05-11,95.660004,96.180000,94.919998,95.540001,92.996025,3327100
2023-05-12,95.970001,96.559998,95.669998,95.989998,93.434052,2756000
2023-05-15,95.970001,96.730003,95.849998,96.699997,94.125137,2556100
2023-05-16,96.550003,96.550003,95.419998,95.459999,92.918159,2534100
2023-05-17,95.760002,97.360001,95.760002,96.570000,93.998611,4626800
2023-05-18,95.790001,96.400002,95.080002,96.129997,94.145500,4277600
2023-05-19,96.589996,96.800003,95.500000,96.129997,94.145500,3527400
2023-05-22,95.900002,96.279999,95.040001,95.660004,93.685211,3976100
2023-05-23,94.830002,95.269997,94.070000,94.080002,92.137833,4388700
2023-05-24,93.779999,94.589996,93.150002,93.660004,91.726501,3670500
2023-05-25,93.510002,93.720001,92.059998,93.120003,91.197639,5340500
2023-05-26,93.720001,94.639999,93.120003,93.260002,91.334755,4056700
2023-05-30,93.010002,93.559998,92.309998,92.820000,90.903839,4559300
2023-05-31,92.370003,92.870003,91.949997,92.139999,90.237869,9972500
2023-06-01,92.279999,94.139999,92.250000,94.089996,92.147614,5636400
2023-06-02,94.959999,96.419998,94.599998,96.080002,94.096542,5558700
2023-06-05,96.610001,96.910004,95.650002,95.750000,93.773354,3811400
2023-06-06,96.139999,97.690002,95.360001,97.440002,95.428459,4947600
2023-06-07,97.540001,98.790001,96.629997,98.589996,96.554718,4275400
2023-06-08,98.430000,99.529999,98.190002,99.080002,97.034599,3269300
2023-06-09,99.430000,99.500000,98.849998,99.339996,97.289238,2518100
2023-06-12,99.389999,99.790001,99.050003,99.419998,97.367584,3527500
2023-06-13,100.000000,100.680000,99.519997,99.690002,97.632011,4053500
2023-06-14,99.709999,99.820000,96.550003,96.860001,94.860435,6363800
2023-06-15,97.180000,98.370003,97.040001,98.000000,95.976898,4530100
2023-06-16,98.199997,99.010002,96.809998,97.739998,95.722267,9035700
2023-06-20,98.400002,98.959999,97.540001,97.699997,95.683098,6935100
2023-06-21,97.699997,99.949997,97.389999,99.070000,97.024811,4776500
2023-06-22,98.599998,98.629997,96.599998,96.919998,94.919197,4531500
2023-06-23,96.699997,97.290001,96.339996,96.910004,94.909401,6210700
2023-06-26,95.980003,96.610001,94.750000,96.550003,94.556847,3993600
2023-06-27,96.349998,96.750000,95.849998,96.529999,94.537247,4048200
2023-06-28,96.389999,96.400002,95.120003,95.870003,93.890877,4014900
2023-06-29,96.000000,97.889999,95.849998,97.800003,95.781036,4071400
2023-06-30,98.099998,98.389999,97.279999,97.959999,95.937721,4381500
2023-07-03,97.489998,98.839996,97.320000,98.389999,96.358856,2149900
2023-07-05,98.019997,98.459999,97.440002,98.239998,96.211945,3247400
2023-07-06,97.900002,98.739998,97.349998,98.050003,96.025871,3679600
2023-07-07,98.080002,98.470001,97.370003,97.419998,95.408867,4569600
2023-07-10,97.410004,98.330002,97.269997,97.480003,95.467644,3300300
2023-07-11,97.099998,98.089996,96.540001,98.029999,96.006279,6209900
2023-07-12,98.639999,98.800003,96.720001,96.820000,94.821259,4943300
2023-07-13,96.589996,97.459999,96.290001,97.169998,95.164040,3357600
2023-07-14,97.089996,97.150002,95.730003,96.169998,94.184677,3454200
2023-07-17,96.089996,96.879997,95.599998,96.320000,94.331581,3268800
2023-07-18,96.419998,97.680000,95.489998,95.760002,93.783142,5464600
2023-07-19,95.839996,96.470001,95.269997,95.570000,93.597069,4133300
2023-07-20,96.199997,97.279999,95.970001,97.160004,95.154251,4314600
2023-07-21,97.199997,97.440002,96.370003,96.389999,94.400139,3272100
2023-07-24,96.900002,97.180000,96.510002,97.010002,95.007347,4741800
2023-07-25,85.860001,87.250000,81.349998,87.099998,85.301918,49625600
2023-07-26,86.820000,87.199997,84.860001,86.300003,84.518448,20124000
2023-07-27,85.800003,87.220001,84.430000,85.169998,83.411758,14092700
2023-07-28,85.500000,87.550003,85.400002,87.339996,85.536964,11617700
2023-07-31,87.449997,88.690002,87.220001,87.930000,86.114784,10177400
2023-08-01,87.150002,88.209999,87.070000,87.970001,86.153961,6780400
2023-08-02,87.500000,87.919998,85.269997,85.459999,83.695770,8610900
2023-08-03,85.529999,85.760002,84.360001,84.669998,82.922081,7947300
2023-08-04,85.050003,85.199997,84.339996,84.550003,82.804558,5572300
2023-08-07,84.750000,85.769997,84.709999,85.470001,83.705574,6740900
2023-08-08,85.010002,86.430000,84.660004,86.209999,84.430298,7220000
